Sex,SmokingStatus,IssueAge,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
M,NS,50,0.51,0.71,0.99,1.19,1.44,1.66,1.83,2.05,2.42,2.87,3.24,3.57,3.95,4.52,5.22,6.00,6.75,7.48,8.42,9.68,11.30,13.00,14.79,16.90,19.27,21.96,24.74,27.81,31.26,35.22,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,51,0.52,0.80,1.09,1.32,1.59,1.78,1.95,2.24,2.69,3.19,3.54,3.92,4.33,4.98,5.77,6.60,7.39,8.25,9.39,10.86,12.62,14.44,16.48,18.91,21.67,24.74,27.81,31.26,35.22,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,52,0.52,0.91,1.21,1.48,1.73,1.89,2.10,2.46,3.00,3.52,3.88,4.29,4.79,5.57,6.43,7.33,8.21,9.28,10.55,12.21,14.12,16.12,18.42,21.18,24.32,27.81,31.26,35.22,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,53,0.52,1.02,1.35,1.67,1.87,2.04,2.30,2.74,3.34,3.86,4.26,4.72,5.40,6.30,7.25,8.20,9.26,10.50,11.96,13.77,15.83,18.20,20.91,24.02,27.40,31.26,35.22,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,54,0.53,1.10,1.51,1.84,2.01,2.19,2.52,3.08,3.71,4.24,4.69,5.28,6.18,7.20,8.19,9.24,10.44,11.84,13.62,15.66,17.92,20.73,23.86,27.32,31.08,35.22,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,55,0.58,1.16,1.67,1.99,2.16,2.38,2.81,3.47,4.12,4.68,5.25,6.04,7.09,8.17,9.21,10.40,11.77,13.48,15.55,17.85,20.48,23.67,27.17,31.04,35.22,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,56,0.68,1.21,1.84,2.14,2.35,2.64,3.21,3.92,4.56,5.19,5.93,6.92,8.10,9.19,10.33,11.71,13.38,15.38,17.73,20.33,23.33,26.87,30.95,35.22,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,57,0.83,1.25,1.99,2.32,2.58,2.96,3.66,4.40,5.05,5.79,6.72,7.91,9.16,10.31,11.60,13.23,15.26,17.56,20.19,23.14,26.62,30.65,35.15,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,58,1.02,1.32,2.12,2.51,2.81,3.37,4.15,4.88,5.58,6.48,7.61,8.92,10.26,11.59,13.07,14.98,17.40,20.03,22.94,26.21,30.26,34.90,39.83,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,59,1.23,1.42,2.22,2.66,3.06,3.81,4.63,5.37,6.17,7.25,8.58,10.02,11.47,12.96,14.68,16.96,19.79,22.78,26.04,29.86,34.45,39.65,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,60,1.40,1.59,2.32,2.76,3.37,4.25,5.08,5.86,6.80,8.09,9.59,11.15,12.71,14.37,16.45,19.18,22.41,25.82,29.60,34.07,39.32,45.09,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,61,1.52,1.80,2.44,2.91,3.73,4.68,5.51,6.37,7.50,8.98,10.59,12.23,13.92,15.89,18.42,21.60,25.29,29.22,33.73,38.90,44.82,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,62,1.59,2.07,2.62,3.17,4.14,5.10,5.96,6.94,8.27,9.91,11.62,13.36,15.27,17.62,20.62,24.28,28.44,32.97,38.29,44.25,51.12,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,63,1.65,2.36,2.88,3.54,4.61,5.54,6.45,7.59,9.12,10.91,12.70,14.56,16.76,19.52,22.98,27.19,32.08,37.51,43.69,50.61,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,64,1.72,2.66,3.22,3.99,5.14,6.04,7.03,8.36,10.08,12.03,13.91,15.92,18.45,21.63,25.53,30.41,36.21,42.66,50.06,58.12,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,65,1.79,2.98,3.63,4.51,5.75,6.62,7.73,9.25,11.17,13.34,15.37,17.58,20.49,24.10,28.45,34.30,41.44,49.05,57.57,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,66,1.89,3.27,4.10,5.10,6.45,7.33,8.57,10.28,12.45,14.91,17.23,19.74,23.07,27.15,32.01,38.89,47.67,56.62,66.25,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,67,2.02,3.55,4.60,5.76,7.13,8.16,9.55,11.48,13.97,16.85,19.59,22.68,26.34,30.96,36.39,44.33,54.57,64.73,75.68,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,68,2.18,3.83,5.15,6.51,7.89,9.10,10.66,12.88,15.95,19.23,22.56,26.25,30.44,35.84,42.02,51.17,62.64,74.16,86.56,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,69,2.36,4.09,5.71,7.28,8.73,10.04,11.84,14.69,18.12,21.87,26.10,30.28,35.63,41.92,49.82,59.83,72.83,85.74,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,70,2.53,4.31,6.23,8.02,9.47,10.98,13.29,16.69,20.26,24.64,30.06,35.47,41.74,49.50,58.08,69.68,84.51,98.97,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,71,2.72,4.52,6.77,8.79,10.26,12.27,15.06,18.61,22.80,28.21,35.00,41.62,49.10,57.68,66.31,80.23,96.81,112.72,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,72,2.94,4.79,7.38,9.67,11.49,13.95,17.01,20.87,26.17,32.82,41.19,48.94,57.35,66.16,77.99,94.30,111.57,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,73,3.23,5.19,8.18,10.81,13.09,15.89,19.44,23.89,30.37,38.33,48.70,57.28,66.08,76.83,92.18,110.65,127.52,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,74,3.57,5.73,9.16,12.22,14.87,18.23,22.46,27.70,35.43,44.81,57.12,66.01,76.37,90.44,107.53,126.73,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,75,3.90,6.28,10.20,13.84,17.02,21.03,26.00,32.26,41.39,52.04,65.73,75.98,89.72,106.62,125.47,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,76,4.14,6.67,11.00,15.28,19.14,23.72,29.52,37.66,48.07,59.80,75.31,88.81,106.10,125.10,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,77,4.32,6.97,11.64,16.52,20.97,26.46,33.07,43.74,55.31,68.28,87.38,104.71,124.26,143.04,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,78,4.51,7.30,12.38,17.87,22.92,29.36,37.08,49.48,62.30,77.89,101.36,121.77,142.36,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,79,4.67,7.62,13.14,19.31,25.01,32.00,41.28,54.47,69.16,88.78,116.91,140.55,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,80,4.96,8.15,14.40,21.46,27.81,35.63,46.75,60.89,79.13,103.19,134.31,158.80,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
M,NS,81,5.42,9.01,16.34,24.56,31.88,40.78,54.32,71.46,93.94,124.37,154.69,174.51,189.73,203.75,218.45,235.54,253.92,273.64,294.31,315.52,336.99,358.54,379.81,400.44,420.09,438.40,455.01,469.56,481.70,491.07,497.31,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
